year,month,day,hour,minute,temperature[C],weather,wind[mph],humidity[%],barameter[mbar],visibility[km]
2018,4,6,5,51,21,Low clouds,5,90,1010,16
2018,4,6,6,51,22,Low clouds,6,87,1010,14
2018,4,6,7,20,22,Overcast,6,87,1011,14
2018,4,6,7,51,22,Overcast,5,87,1010,14
2018,4,6,8,15,22,Low clouds,5,87,1011,13
2018,4,6,8,26,22,Overcast,7,87,1011,13
2018,4,6,8,51,22,Overcast,7,84,1010,14
2018,4,6,9,51,23,Mostly cloudy,8,79,1010,16
2018,4,6,10,51,24,Mostly cloudy,9,79,1009,16
2018,4,6,11,51,25,Cloudy,10,71,1009,16
2018,4,6,12,51,27,Partly sunny,10,62,1008,16
2018,4,6,13,51,27,Partly sunny,9,60,1007,16
2018,4,6,14,51,29,Scattered clouds,10,57,1006,16
2018,4,6,15,51,28,Scattered clouds,8,60,1005,16
2018,4,6,16,51,28,Scattered clouds,10,57,1004,16
2018,4,6,17,51,28,Sunny,8,60,1004,16
2018,4,6,18,51,27,Sunny,3,62,1004,16
2018,4,6,19,51,27,Thunderstorms Sunny,5,62,1003,16
2018,4,6,20,6,26,Clear,6,65,1004,16
2018,4,6,20,26,26,Thunderstorms Clear,5,67,1005,16
2018,4,6,20,51,26,Clear,3,74,1004,16
2018,4,6,21,51,24,Clear,7,82,1004,16
2018,4,6,22,33,24,Overcast,6,85,1005,16
2018,4,6,22,51,24,Overcast,5,82,1004,16
2018,4,6,23,51,24,Overcast,3,85,1006,16
2018,4,7,0,20,18,Thunderstorms Fog,14,87,1008,5
2018,4,7,0,51,18,Thunderstorms Mostly cloudy,7,90,1008,16
2018,4,7,1,4,18,Thunderstorms Mostly cloudy,9,87,1009,16
2018,4,7,1,13,17,Overcast,9,90,1010,16
2018,4,7,1,51,17,Low clouds,8,90,1009,16
2018,4,7,3,0,16,Overcast,7,87,1011,16
2018,4,7,3,51,16,Overcast,9,83,1010,16
2018,4,7,4,39,13,Fog,8,87,1012,10
2018,4,7,4,51,12,Low clouds,12,86,1011,11
2018,4,7,5,15,12,Overcast,7,83,1012,16
2018,4,7,5,51,12,Overcast,7,83,1012,16
2018,4,7,6,51,10,Overcast,10,80,1013,16
2018,4,7,7,23,9,Overcast,12,80,1014,16
2018,4,7,7,51,9,Overcast,12,74,1014,16
2018,4,7,8,51,8,Overcast,13,74,1016,16
2018,4,7,9,51,7,Overcast,15,79,1017,14
2018,4,7,10,51,6,Overcast,16,79,1018,11
2018,4,7,11,51,6,Mostly cloudy,14,79,1018,16
2018,4,7,12,21,6,Overcast,13,79,1019,16
2018,4,7,12,58,6,Overcast,9,74,1019,16
2018,4,7,13,51,6,Overcast,8,71,1018,16
2018,4,7,14,51,7,Overcast,13,68,1018,16
2018,4,7,15,51,6,Overcast,10,71,1018,16
2018,4,7,16,51,6,Overcast,8,71,1018,16
2018,4,7,17,51,6,Overcast,8,73,1018,16
2018,4,7,18,51,5,Overcast,7,74,1018,16
2018,4,7,19,51,6,Overcast,8,73,1019,16
2018,4,7,20,51,5,Overcast,7,76,1019,16
2018,4,7,21,51,4,Overcast,6,77,1020,16
2018,4,7,22,51,5,Overcast,3,76,1020,16
2018,4,7,23,51,5,Mostly cloudy,7,74,1020,16
2018,4,8,0,51,5,Mostly cloudy,5,74,1019,16
2018,4,8,1,51,5,Overcast,3,76,1019,16
2018,4,8,2,51,5,Overcast,3,76,1018,16
2018,4,8,3,51,5,Overcast,3,76,1017,16
2018,4,8,4,28,5,Mostly cloudy,3,76,1016,16
2018,4,8,4,51,5,Overcast,3,76,1016,16
2018,4,8,5,51,6,Overcast,3,73,1016,16
2018,4,8,6,51,6,Overcast,0,74,1016,16
2018,4,8,7,51,6,Mostly cloudy,0,76,1016,16
2018,4,8,8,51,7,Mostly cloudy,3,73,1016,16
2018,4,8,9,51,8,More clouds than sun,3,73,1016,16
2018,4,8,10,51,9,Mostly cloudy,0,68,1015,16
2018,4,8,11,51,10,Overcast,6,68,1015,16
2018,4,8,12,51,12,Overcast,3,64,1014,16
2018,4,8,13,51,14,Partly sunny,6,60,1012,16
2018,4,8,14,6,16,Scattered clouds,9,58,1011,16
2018,4,8,14,51,16,Sunny,8,56,1010,16
2018,4,8,15,51,18,Sunny,,54,1009,16
2018,4,8,16,51,18,Sunny,8,54,1009,16
2018,4,8,17,51,18,Sunny,6,56,1008,16
2018,4,8,19,51,16,Sunny,5,65,1008,16
2018,4,8,20,51,16,Clear,6,69,1009,16
2018,4,8,21,51,15,Clear,7,72,1010,16
2018,4,8,22,51,14,Clear,3,78,1010,16
2018,4,8,23,51,13,Clear,5,81,1011,16
2018,4,9,0,51,12,Clear,3,86,1011,16
2018,4,9,1,51,12,Passing clouds,3,89,1012,14
2018,4,9,2,24,12,Low clouds,3,90,1012,13
2018,4,9,2,51,13,Low clouds,3,87,1011,13
2018,4,9,3,51,12,Low clouds,0,90,1011,11
2018,4,9,4,51,13,Low clouds,0,90,1011,11
2018,4,9,5,51,13,Fog,0,90,1012,10
2018,4,9,6,51,13,Fog,3,87,1013,8
2018,4,9,8,10,13,Overcast,5,84,1015,6
2018,4,9,8,51,14,Mostly cloudy,5,81,1015,10
2018,4,9,9,51,15,Partly sunny,3,78,1015,14
2018,4,9,10,51,16,Overcast,6,72,1016,16
2018,4,9,11,42,17,Overcast,8,73,1017,14
2018,4,9,11,51,16,Overcast,7,72,1017,14
2018,4,9,12,51,17,Overcast,7,70,1017,14
2018,4,9,13,51,17,Overcast,8,70,1017,14
2018,4,9,14,51,18,Overcast,6,68,1017,14
2018,4,9,15,51,18,Overcast,3,68,1017,16
2018,4,9,16,51,18,Overcast,7,68,1017,14
2018,4,9,17,51,18,Mostly cloudy,7,63,1018,16
2018,4,9,18,51,18,Overcast,7,61,1019,16
2018,4,9,19,51,18,Overcast,7,63,1020,16
2018,4,9,20,51,18,Overcast,10,61,1020,16
2018,4,9,21,51,17,Overcast,5,65,1022,16
2018,4,9,22,51,17,Overcast,5,63,1023,16
2018,4,9,23,51,17,Overcast,3,65,1023,16
2018,4,10,0,51,16,Clear,0,69,1023,16
2018,4,10,1,51,15,Clear,3,69,1024,16
2018,4,10,2,51,14,Clear,0,70,1024,16
2018,4,10,3,51,12,Clear,0,80,1024,16
2018,4,10,4,51,13,Clear,3,72,1024,16
2018,4,10,5,51,13,Clear,5,72,1025,16
2018,4,10,6,51,12,Clear,6,74,1026,16
2018,4,10,7,51,13,Sunny,6,67,1026,16
2018,4,10,8,51,14,Sunny,7,60,1027,16
2018,4,10,9,51,16,Sunny,9,52,1028,16
2018,4,10,10,51,18,Sunny,8,45,1028,16
2018,4,10,11,51,21,Sunny,9,38,1028,16
2018,4,10,12,51,22,Sunny,0,35,1027,16
2018,4,10,13,51,23,Sunny,7,34,1026,16
2018,4,10,14,51,24,Sunny,5,31,1025,16
2018,4,10,15,51,24,Sunny,3,31,1024,16
2018,4,10,16,51,24,Sunny,3,30,1023,16
2018,4,10,17,51,24,Sunny,3,30,1022,16
2018,4,10,19,51,21,Sunny,5,30,1022,16
2018,4,10,20,51,19,Clear,3,37,1023,16
2018,4,10,21,51,17,Clear,0,45,1024,16
2018,4,10,22,51,15,Clear,0,54,1024,16
2018,4,10,23,51,14,Clear,0,60,1024,16
2018,4,11,0,51,13,Clear,0,67,1024,16
2018,4,11,1,51,11,Clear,0,75,1024,16
2018,4,11,2,51,11,Clear,3,75,1023,16
2018,4,11,3,51,9,Clear,0,80,1023,16
2018,4,11,4,51,9,Clear,0,83,1022,16
2018,4,11,5,51,8,Clear,0,83,1022,16
2018,4,11,6,51,9,Clear,0,77,1022,16
2018,4,11,7,51,11,Sunny,0,77,1023,16
2018,4,11,8,51,14,Sunny,0,65,1023,16
2018,4,11,9,51,18,Sunny,0,56,1023,16
2018,4,11,10,51,22,Sunny,5,44,1022,16
2018,4,11,11,51,24,Sunny,8,40,1022,16
2018,4,11,12,51,25,Sunny,9,39,1021,16
2018,4,11,13,51,26,Sunny,8,39,1020,16
2018,4,11,14,51,27,Sunny,9,36,1019,16
2018,4,11,15,51,28,Sunny,,34,1018,16
2018,4,11,16,51,27,Sunny,8,30,1017,16
2018,4,11,17,51,27,Sunny,8,32,1016,16
2018,4,11,18,51,26,Sunny,14,36,1016,16
2018,4,11,19,51,24,Sunny,6,42,1016,16
2018,4,11,20,51,23,Clear,9,46,1016,16
2018,4,11,21,51,21,Clear,9,49,1016,16
2018,4,11,22,51,19,Clear,8,59,1016,16
2018,4,11,23,51,18,Clear,7,70,1016,16
2018,4,12,0,51,18,Passing clouds,7,75,1016,16
2018,4,12,1,51,17,Passing clouds,9,84,1015,16
2018,4,12,2,51,17,Low clouds,8,87,1014,16
2018,4,12,3,11,18,Overcast,6,84,1015,16
2018,4,12,3,51,18,Overcast,9,87,1013,16
2018,4,12,4,51,18,Overcast,7,85,1013,16
2018,4,12,5,20,18,Mostly cloudy,9,81,1014,16
2018,4,12,5,51,18,Mostly cloudy,12,81,1013,16
2018,4,12,6,51,18,Overcast,9,78,1013,16
2018,4,12,7,51,19,Overcast,9,78,1013,16
2018,4,12,8,2,19,Overcast,8,81,1014,16
2018,4,12,8,29,19,Overcast,6,81,1014,16
2018,4,12,8,51,19,Overcast,9,81,1013,16
2018,4,12,9,51,19,Overcast,8,81,1013,16
2018,4,12,10,51,20,Overcast,8,82,1013,16
2018,4,12,11,51,22,Overcast,7,76,1013,16
2018,4,12,12,10,23,Mostly cloudy,5,74,1014,16
2018,4,12,12,51,26,Partly sunny,6,62,1012,16
2018,4,12,13,51,27,Partly sunny,10,60,1011,16
2018,4,12,14,15,28,Scattered clouds,10,56,1012,16
2018,4,12,14,51,28,Passing clouds,10,57,1010,16
2018,4,12,15,51,29,Scattered clouds,16,55,1009,16
2018,4,12,16,51,29,Passing clouds,13,51,1008,16
2018,4,12,17,51,29,Scattered clouds,9,53,1007,16
2018,4,12,18,51,27,Passing clouds,13,58,1007,16
2018,4,12,19,51,26,Sunny,13,62,1007,16
2018,4,12,20,51,24,Clear,17,69,1007,16
2018,4,12,21,51,23,Overcast,14,74,1008,16
2018,4,12,22,51,23,Overcast,13,79,1008,16
2018,4,12,23,51,22,Overcast,9,81,1008,16
2018,4,13,0,2,22,Overcast,12,81,1009,16
2018,4,13,0,51,22,Overcast,12,81,1008,16
2018,4,13,1,51,22,Overcast,9,81,1007,16
2018,4,13,2,51,22,Overcast,12,84,1006,16
2018,4,13,3,51,22,Overcast,9,81,1005,16
2018,4,13,4,18,22,Overcast,12,81,1006,16
2018,4,13,4,51,22,Mostly cloudy,10,81,1005,16
2018,4,13,5,51,22,Overcast,7,81,1004,16
2018,4,13,6,51,23,Overcast,13,79,1004,16
2018,4,13,7,51,23,Overcast,9,79,1005,16
2018,4,13,8,51,23,Mostly cloudy,10,79,1005,16
2018,4,13,9,51,23,Overcast,8,79,1005,16
2018,4,13,10,51,23,Light rain Broken clouds,8,84,1005,16
2018,4,13,11,51,24,Light rain Mostly cloudy,0,79,1005,16
2018,4,13,13,3,23,Light rain Fog,3,91,1006,10
2018,4,13,13,51,26,Light rain Scattered clouds,8,77,1003,16
2018,4,13,14,16,27,Light rain Broken clouds,7,72,1004,16
2018,4,13,15,5,29,Light rain Broken clouds,6,61,1004,16
2018,4,13,15,51,29,Light rain Scattered clouds,7,59,1002,16
2018,4,13,16,51,31,Light rain Scattered clouds,5,53,1001,16
2018,4,13,17,51,29,Light rain Passing clouds,6,57,1000,16
2018,4,13,18,51,28,Light rain Sunny,10,67,1000,16
2018,4,13,19,51,26,Light rain Sunny,8,77,1000,13
2018,4,13,20,16,26,Light rain Partly cloudy,12,79,1001,14
2018,4,13,20,51,25,Light rain Passing clouds,10,82,1001,13
2018,4,13,21,17,25,Light rain Passing clouds,9,82,1003,13
2018,4,13,21,51,24,Light rain Overcast,8,85,1003,13
2018,4,13,22,35,17,Thunderstorms Overcast,9,78,1007,8
2018,4,13,22,51,16,Thunderstorms Mostly cloudy,6,78,1006,16
2018,4,13,23,51,16,Thunderstorms Mostly cloudy,0,81,1008,16
2018,4,14,0,10,17,Passing clouds,0,78,1009,14
2018,4,14,0,51,18,Passing clouds,6,52,1009,13
2018,4,14,1,12,18,Thunderstorms Passing clouds,5,41,1010,14
2018,4,14,1,51,18,Thunderstorms Passing clouds,7,30,1009,16
2018,4,14,2,51,18,Clear,6,26,1010,16
2018,4,14,3,22,17,Clear,9,28,1011,16
2018,4,14,3,51,17,Clear,8,29,1010,16
2018,4,14,4,51,16,Passing clouds,13,38,1011,16
2018,4,14,5,51,15,Passing clouds,9,41,1013,16
2018,4,14,6,51,14,Passing clouds,8,41,1014,16
2018,4,14,7,51,13,Sunny,9,42,1016,16
2018,4,14,8,51,13,Sunny,13,36,1017,16
2018,4,14,9,51,14,Sunny,14,33,1017,16
2018,4,14,10,51,16,Sunny,13,31,1018,16
2018,4,14,11,51,16,Sunny,14,29,1019,16
2018,4,14,12,51,18,Sunny,15,26,1018,16
2018,4,14,13,51,19,Sunny,15,23,1016,16
2018,4,14,14,51,21,Sunny,7,22,1016,16
2018,4,14,15,51,22,Sunny,13,19,1015,16
2018,4,14,16,51,22,Sunny,10,17,1015,16
2018,4,14,17,51,22,Sunny,13,16,1015,16
2018,4,14,18,51,21,Sunny,12,17,1016,16
2018,4,14,19,51,19,Sunny,7,18,1017,16
2018,4,14,20,51,18,Clear,9,20,1018,16
2018,4,14,21,51,16,Clear,3,24,1019,16
2018,4,14,22,51,13,Clear,0,33,1019,16
2018,4,14,23,51,13,Clear,3,33,1019,16
2018,4,15,0,51,13,Clear,3,35,1019,16
2018,4,15,1,51,12,Clear,3,43,1020,16
2018,4,15,2,51,11,Clear,3,50,1020,16
2018,4,15,3,51,10,Clear,3,54,1020,16
2018,4,15,4,51,9,Clear,5,59,1021,16
2018,4,15,5,51,9,Clear,5,50,1022,16
2018,4,15,6,51,9,Clear,5,43,1023,16
2018,4,15,7,51,9,Sunny,6,44,1024,16
2018,4,15,8,51,10,Sunny,8,41,1024,16
2018,4,15,9,51,13,Sunny,6,34,1025,16
2018,4,15,10,51,15,Sunny,13,25,1025,16
2018,4,15,11,51,18,Sunny,6,23,1024,16
2018,4,15,12,51,20,Sunny,6,19,1023,16
2018,4,15,13,51,22,Sunny,0,20,1022,16
2018,4,15,14,51,23,Sunny,3,17,1022,16
2018,4,15,15,51,24,Sunny,7,17,1021,16
2018,4,15,16,51,24,Sunny,3,15,1020,16
2018,4,15,17,51,25,Sunny,7,14,1020,16
2018,4,15,18,51,22,Sunny,6,24,1020,16
2018,4,15,19,51,19,Sunny,5,29,1020,16
2018,4,15,20,51,17,Clear,3,35,1022,16
2018,4,15,21,51,16,Clear,0,39,1022,16
2018,4,15,22,51,16,Clear,3,39,1023,16
2018,4,15,23,51,13,Clear,0,47,1023,16
2018,4,16,0,51,13,Clear,0,47,1023,16
2018,4,16,1,51,12,Clear,0,64,1024,16
2018,4,16,2,51,11,Clear,0,66,1023,16
2018,4,16,3,51,11,Clear,0,66,1023,16
2018,4,16,4,51,10,Clear,0,68,1023,16
2018,4,16,5,51,10,Clear,0,68,1023,16
2018,4,16,6,51,9,Clear,0,74,1023,16
2018,4,16,7,51,11,Sunny,0,71,1024,16
2018,4,16,8,51,14,Sunny,3,65,1024,16
2018,4,16,9,51,18,Sunny,7,66,1024,16
2018,4,16,10,51,21,Sunny,10,53,1024,16
2018,4,16,11,51,24,Sunny,9,36,1024,16
2018,4,16,12,51,26,Sunny,12,35,1022,16
2018,4,16,13,51,27,Sunny,8,34,1021,16
2018,4,16,14,51,28,Sunny,9,30,1020,16
2018,4,16,15,51,28,Sunny,12,32,1019,16
2018,4,16,16,51,28,Sunny,12,31,1017,16
2018,4,16,17,51,28,Sunny,9,29,1017,16
2018,4,16,18,51,26,Sunny,8,34,1017,16
2018,4,16,19,51,24,Sunny,8,40,1017,16
2018,4,16,20,51,22,Clear,9,41,1017,16
2018,4,16,21,51,21,Clear,10,49,1018,16
2018,4,16,22,51,19,Clear,10,59,1018,16
2018,4,16,23,51,18,Clear,8,65,1018,16
2018,4,17,0,51,17,Clear,7,68,1018,16
2018,4,17,1,51,16,Clear,8,78,1017,16
2018,4,17,2,51,16,Clear,6,81,1016,16
2018,4,17,3,51,16,Clear,6,83,1016,16
2018,4,17,4,51,15,Clear,3,90,1015,16
2018,4,17,5,51,15,Clear,3,90,1015,16
2018,4,17,6,51,14,Clear,6,90,1015,16
2018,4,17,7,51,16,Sunny,3,86,1015,16
2018,4,17,8,51,18,Passing clouds,9,76,1016,16
2018,4,17,9,51,21,Passing clouds,8,68,1015,16
2018,4,17,10,51,23,Sunny,10,56,1015,16
2018,4,17,11,51,26,Sunny,9,46,1014,16
2018,4,17,12,51,27,Sunny,10,42,1014,16
2018,4,17,13,51,28,Sunny,10,38,1013,16
2018,4,17,14,51,29,Sunny,9,36,1012,16
2018,4,17,15,51,30,Sunny,8,35,1010,16
2018,4,17,16,51,31,Sunny,10,37,1010,16
2018,4,17,17,51,29,Sunny,8,41,1010,16
2018,4,17,18,51,27,Sunny,13,49,1010,16
2018,4,17,19,51,25,Sunny,7,58,1010,16
2018,4,17,20,51,23,Clear,6,62,1010,16
2018,4,17,21,51,22,Clear,9,66,1011,16
2018,4,17,22,51,21,Clear,7,73,1012,16
2018,4,17,23,51,20,Passing clouds,6,78,1011,16
2018,4,18,0,6,19,Passing clouds,6,81,1012,16
2018,4,18,1,1,20,Overcast,8,78,1012,16
2018,4,18,1,51,20,Overcast,9,78,1011,16
2018,4,18,2,51,19,Overcast,8,81,1010,16
2018,4,18,3,51,19,Overcast,5,81,1010,16
2018,4,18,4,51,20,Overcast,9,78,1011,16
2018,4,18,5,51,20,Overcast,7,78,1012,16
2018,4,18,6,51,21,Overcast,3,79,1013,16
2018,4,18,7,51,21,Overcast,7,79,1013,16
2018,4,18,8,51,21,Overcast,0,76,1016,16
2018,4,18,9,51,22,Overcast,0,73,1016,16
2018,4,18,10,51,23,Partly sunny,3,69,1016,16
2018,4,18,11,51,23,Overcast,5,69,1017,16
2018,4,18,12,51,26,Broken clouds,6,36,1016,13
2018,4,18,13,51,27,Partly sunny,10,24,1016,14
2018,4,18,14,51,28,Scattered clouds,9,24,1016,16
2018,4,18,15,51,28,Sunny,6,23,1017,16
2018,4,18,16,51,28,Sunny,8,22,1017,16
2018,4,18,17,51,28,Sunny,8,21,1017,16
2018,4,18,18,51,26,Sunny,7,22,1017,16
2018,4,18,19,51,24,Sunny,6,23,1018,16
2018,4,18,20,51,23,Clear,6,25,1018,16
2018,4,18,21,51,22,Clear,5,27,1019,16
2018,4,18,22,51,21,Clear,7,28,1020,16
2018,4,18,23,51,20,Clear,7,28,1020,16
2018,4,19,0,51,19,Clear,6,32,1021,16
2018,4,19,1,51,18,Clear,6,32,1021,16
2018,4,19,2,51,17,Clear,6,34,1021,16
2018,4,19,3,51,17,Clear,6,34,1022,16
2018,4,19,4,51,17,Clear,8,35,1022,16
2018,4,19,5,51,17,Clear,10,32,1023,16
2018,4,19,6,51,16,Clear,9,33,1024,16
2018,4,19,7,51,15,Sunny,9,38,1026,16
2018,4,19,8,51,16,Sunny,7,34,1026,16
2018,4,19,9,51,18,Sunny,6,32,1027,16
2018,4,19,10,51,21,Sunny,8,28,1027,16
2018,4,19,11,51,22,Sunny,6,25,1027,16
2018,4,19,12,51,24,Sunny,8,22,1026,16
2018,4,19,13,51,24,Sunny,6,22,1025,16
2018,4,19,14,51,24,Sunny,6,21,1025,16
2018,4,19,15,51,24,Sunny,5,22,1024,16
2018,4,19,16,51,23,Sunny,5,23,1024,16
2018,4,19,17,51,24,Sunny,0,24,1023,16
2018,4,19,18,51,22,Sunny,6,26,1023,16
2018,4,19,19,51,21,Sunny,3,29,1023,16
2018,4,19,20,51,19,Clear,6,32,1024,16
2018,4,19,21,51,18,Clear,3,36,1023,16
2018,4,19,22,51,18,Clear,3,38,1023,16
2018,4,19,23,51,17,Clear,3,39,1023,16
2018,4,20,0,51,16,Clear,3,42,1024,16
2018,4,20,1,51,15,Clear,3,46,1023,16
2018,4,20,2,51,15,Clear,3,48,1022,16
2018,4,20,3,51,15,Clear,5,48,1022,16
2018,4,20,4,51,15,Clear,3,49,1022,16
2018,4,20,5,51,14,Clear,6,54,1022,16
2018,4,20,6,51,14,Clear,5,56,1023,16
2018,4,20,7,51,14,Sunny,5,60,1023,16
2018,4,20,8,51,14,Sunny,6,60,1024,16
2018,4,20,9,51,16,Sunny,9,54,1024,16
2018,4,20,10,51,16,Sunny,9,54,1025,16
2018,4,20,11,51,18,Sunny,12,49,1024,16
2018,4,20,12,51,19,Passing clouds,8,47,1022,16
2018,4,20,13,51,20,Sunny,7,47,1021,16
2018,4,20,14,51,21,Scattered clouds,,47,1021,16
2018,4,20,15,51,19,Overcast,9,51,1020,16
2018,4,20,16,51,19,Sunny,10,49,1019,16
2018,4,20,17,51,19,Sunny,9,47,1018,16
2018,4,20,18,51,18,Passing clouds,7,52,1018,16
2018,4,20,19,51,18,Partly sunny,9,54,1018,16
2018,4,20,20,51,17,Passing clouds,9,52,1018,16
2018,4,20,21,51,17,Overcast,6,54,1019,16
2018,4,20,22,51,17,Overcast,9,56,1018,16
2018,4,20,23,51,16,Overcast,8,62,1018,16
2018,4,21,0,10,16,Overcast,7,65,1018,16
2018,4,21,0,51,16,Mostly cloudy,10,70,1016,16
2018,4,21,1,51,16,Overcast,7,75,1016,16
2018,4,21,2,51,16,Overcast,8,78,1015,16
2018,4,21,3,51,16,Overcast,3,80,1014,16
2018,4,21,4,51,16,Overcast,0,81,1016,16
2018,4,21,5,51,16,Overcast,0,86,1016,13
2018,4,21,6,28,16,Light rain Fog,0,90,1017,5
2018,4,21,6,51,15,Light rain Fog,3,90,1016,6
2018,4,21,7,51,15,Fog,0,93,1016,3
2018,4,21,8,25,15,Fog,5,93,1016,3
2018,4,21,9,6,15,Fog,3,93,1016,3
2018,4,21,9,51,16,Fog,7,93,1016,4
2018,4,21,10,51,17,Fog,7,90,1016,4
2018,4,21,11,51,17,Light rain Fog,8,93,1015,3
2018,4,21,12,16,18,Fog,6,90,1016,5
2018,4,21,13,51,19,Fog,5,90,1014,8
2018,4,21,14,51,20,Fog,0,87,1014,10
2018,4,21,15,51,21,Fog,3,87,1013,8
2018,4,21,16,51,21,Fog,0,87,1012,8
2018,4,21,17,31,21,Fog,0,87,1013,5
2018,4,21,17,39,22,Fog,6,87,1012,6
2018,4,21,17,51,23,More clouds than sun,6,81,1011,8
2018,4,21,18,51,22,Scattered clouds,5,81,1011,11
2018,4,21,19,58,21,Fog,3,87,1012,10
2018,4,21,20,26,21,Passing clouds,3,90,1012,11
2018,4,21,20,51,21,Fog,3,90,1012,10
2018,4,21,21,16,20,Fog,0,93,1013,8
2018,4,21,21,51,21,Fog,0,93,1012,6
2018,4,21,22,11,21,Fog,0,90,1013,4
2018,4,21,22,35,21,Overcast,10,84,1015,14
2018,4,21,22,51,20,Mostly cloudy,9,68,1015,16
2018,4,21,23,51,19,Passing clouds,3,73,1016,16
2018,4,22,0,51,17,Clear,6,75,1016,16
2018,4,22,1,31,16,Passing clouds,9,78,1018,16
2018,4,22,1,51,16,Overcast,8,75,1017,16
2018,4,22,2,40,15,Passing clouds,7,75,1018,16
2018,4,22,2,51,14,Clear,8,75,1017,16
2018,4,22,3,51,13,Clear,0,77,1017,16
2018,4,22,4,51,12,Clear,6,77,1018,16
2018,4,22,5,51,12,Clear,3,80,1018,16
2018,4,22,6,18,12,Passing clouds,3,80,1019,16
2018,4,22,6,51,12,Overcast,6,80,1018,16
2018,4,22,7,51,13,Overcast,7,74,1019,16
2018,4,22,8,51,14,Overcast,9,69,1020,16
2018,4,22,9,51,14,Overcast,9,67,1020,16
2018,4,22,10,51,16,Partly sunny,8,58,1021,16
2018,4,22,11,8,17,Passing clouds,7,54,1021,16
2018,4,22,11,51,19,Sunny,9,49,1020,16
2018,4,22,12,51,20,Sunny,9,45,1019,16
2018,4,22,13,51,22,Sunny,9,40,1018,16
2018,4,22,14,51,24,Sunny,5,35,1017,16
2018,4,22,15,51,26,Sunny,8,32,1016,16
2018,4,22,16,51,26,Sunny,6,30,1016,16
2018,4,22,17,51,26,Sunny,3,30,1016,16
2018,4,22,19,51,22,Sunny,5,37,1016,16
2018,4,22,20,51,20,Clear,0,40,1017,16
2018,4,22,21,51,19,Clear,3,43,1017,16
2018,4,22,22,51,18,Clear,3,45,1018,16
2018,4,22,23,51,17,Clear,3,50,1018,16
2018,4,23,0,51,15,Clear,0,64,1018,16
2018,4,23,1,51,14,Clear,0,67,1018,16
2018,4,23,2,51,12,Clear,0,74,1018,16
2018,4,23,3,51,12,Clear,0,72,1018,16
2018,4,23,4,51,13,Clear,0,69,1018,16
2018,4,23,5,51,12,Clear,0,74,1018,16
2018,4,23,6,51,12,Clear,3,77,1019,16
2018,4,23,7,51,13,Sunny,5,72,1020,16
2018,4,23,8,51,16,Sunny,5,65,1020,16
2018,4,23,9,51,21,Sunny,7,42,1020,16
2018,4,23,10,51,23,Sunny,5,35,1020,16
2018,4,23,11,51,24,Sunny,6,32,1019,16
2018,4,23,12,51,27,Sunny,3,29,1019,16
2018,4,23,13,51,27,Sunny,6,28,1018,16
2018,4,23,14,51,28,Sunny,5,27,1017,16
2018,4,23,15,51,30,Sunny,6,24,1016,16
2018,4,23,16,51,29,Sunny,0,24,1015,16
2018,4,23,17,51,29,Sunny,0,23,1014,16
2018,4,23,18,51,29,Sunny,0,25,1014,16
2018,4,23,19,51,26,Sunny,0,30,1015,16
2018,4,23,20,51,24,Clear,0,37,1015,16
2018,4,23,21,51,21,Clear,0,47,1016,16
2018,4,23,22,51,21,Clear,0,47,1017,16
2018,4,23,23,51,19,Clear,0,59,1017,16
2018,4,24,0,51,19,Clear,3,56,1017,16
2018,4,24,1,51,18,Clear,3,61,1017,16
2018,4,24,2,51,18,Clear,0,63,1017,16
2018,4,24,3,51,17,Clear,3,65,1017,16
2018,4,24,4,51,17,Clear,0,67,1016,16
2018,4,24,5,51,16,Clear,0,70,1017,16
2018,4,24,6,51,16,Clear,0,72,1017,16
2018,4,24,7,51,17,Sunny,0,70,1018,16
2018,4,24,8,51,19,Sunny,0,61,1019,16
2018,4,24,9,51,23,Sunny,5,51,1019,16
2018,4,24,10,51,25,Sunny,6,47,1019,16
2018,4,24,11,51,27,Sunny,3,44,1018,16
2018,4,24,12,51,29,Sunny,5,40,1018,16
2018,4,24,13,51,29,Sunny,5,39,1017,16
2018,4,24,14,51,29,Sunny,5,37,1016,16
2018,4,24,15,51,30,Sunny,3,36,1016,16
2018,4,24,16,51,31,Sunny,5,32,1015,16
2018,4,24,17,51,29,Sunny,6,35,1015,16
2018,4,24,18,51,28,Sunny,6,36,1014,16
2018,4,24,19,51,27,Sunny,8,41,1015,16
2018,4,24,20,51,25,Clear,5,45,1015,16
2018,4,24,21,51,24,Clear,5,48,1016,16
2018,4,24,22,51,23,Clear,5,53,1016,16
2018,4,24,23,51,22,Clear,5,57,1017,16
2018,4,25,0,51,22,Clear,3,61,1017,16
2018,4,25,1,51,20,Clear,0,68,1017,16
2018,4,25,2,51,18,Clear,0,78,1017,16
2018,4,25,3,51,17,Clear,0,83,1017,16
2018,4,25,4,51,16,Clear,0,83,1017,16
2018,4,25,5,51,16,Clear,0,86,1017,16
2018,4,25,6,51,14,Clear,0,90,1018,16
2018,4,25,7,51,17,Sunny,3,78,1018,16
2018,4,25,8,51,21,Sunny,3,64,1018,16
2018,4,25,9,51,24,Sunny,0,50,1018,16
2018,4,25,10,51,28,Sunny,5,33,1018,16
2018,4,25,11,51,29,Scattered clouds,7,23,1017,16
2018,4,25,12,51,31,Passing clouds,5,23,1016,16
2018,4,25,13,51,30,Partly sunny,5,23,1016,16
